recipe,energie,koolhydraten,waarvan suikers,natrium,eiwit,vet,waarvan verzadigd,vezels
Macaroni met aubergine en mozzarella,610.0,67.0,0.0,0.0,23.0,27.0,0.0,0.0
Macaroni met boerenkool &amp; mozzarella,725.0,67.0,0.0,166.0,27.0,37.0,10.0,7.0
Macaroni met ham,640.0,72.0,0.0,0.0,34.0,23.0,0.0,0.0
Macaroni met ham en courgette,670.0,67.0,13.0,840.0,30.0,30.0,18.0,7.0
"Macaroni met ham, kaas en champignons",630.0,67.0,0.0,1124.0,37.0,21.0,8.0,9.0
"Macaroni met ham, kaas, bloemkoolrijst en erwten",650.0,67.0,0.0,850.0,38.0,24.0,12.0,8.0
Macaronimuffins,335.0,27.0,3.0,440.0,18.0,19.0,7.0,2.0
Macaronisalade van Jos,575.0,59.0,0.0,0.0,37.0,20.0,0.0,0.0
Macaronischotel met broccoli,555.0,59.0,11.0,240.0,24.0,22.0,6.0,12.0
"Macaronischoteltjes met kaas, ham en prei",695.0,64.0,0.0,930.0,30.0,34.0,20.0,8.0
Macaronitaart,805.0,77.0,0.0,1085.0,45.0,34.0,17.0,6.0
Macarons,80.0,11.0,9.0,0.0,2.0,3.0,0.0,1.0
Macarons met matcha,135.0,15.0,0.0,25.0,3.0,7.0,2.0,1.0
Madeirasaus,225.0,11.0,5.0,840.0,2.0,16.0,11.0,1.0
Madeleines,130.0,13.0,6.0,80.0,2.0,8.0,5.0,0.0
Madeleines met amandel en sinaasappel,145.0,13.0,0.0,70.0,2.0,9.0,5.0,1.0
Madeleines met appel en kaneel,130.0,14.0,0.0,70.0,2.0,7.0,5.0,1.0
Magere hamburger met avocadosalade,740.0,30.0,0.0,0.0,26.0,55.0,0.0,0.0
Magere hamburger met tzatziki,355.0,40.0,0.0,0.0,21.0,11.0,0.0,0.0
"Magere kwark met mango, kiwi en amandelen",335.0,30.0,28.0,120.0,27.0,11.0,1.0,4.0
Magere kwark met mangopuree en snelle pangranola,365.0,33.0,21.0,80.0,25.0,14.0,2.0,5.0
Magere kwark met perzik en studentenhaver,305.0,24.0,22.0,80.0,21.0,13.0,2.0,3.0
Magere runderspiesen,685.0,89.0,0.0,0.0,35.0,17.0,0.0,0.0
Magere varkensfricassee,610.0,77.0,0.0,0.0,32.0,17.0,0.0,0.0
Mai Tai,270.0,31.0,29.0,0.0,0.0,0.0,0.0,0.0
Maiskolf met zelfgemaakte kruidenboter en kaas,385.0,21.0,0.0,555.0,10.0,28.0,18.0,4.0
Maiskolven met aïoli en feta van de bbq,390.0,22.0,14.0,320.0,10.0,28.0,8.0,4.0
Maissalade met venkel en mango,255.0,36.0,0.0,15.0,6.0,8.0,1.0,9.0
Maissoep,335.0,21.0,0.0,0.0,8.0,23.0,0.0,0.0
"Maissoep met chorizo, kikkererwten &amp; paprika",360.0,31.0,0.0,1170.0,17.0,17.0,6.0,8.0
Maizenakoekjes,65.0,9.0,4.0,40.0,0.0,3.0,2.0,0.0
Makkelijk bananenbrood met havermout,190.0,28.0,16.0,80.0,4.0,6.0,3.0,3.0
Makkelijke aardappel-preischotel,570.0,40.0,0.0,600.0,29.0,30.0,13.0,10.0
Makkelijke appelmoes,125.0,30.0,0.0,0.0,0.0,0.0,0.0,3.0
Makkelijke caesarsalade met tomaat,435.0,22.0,0.0,965.0,29.0,25.0,8.0,4.0
Makkelijke frites,325.0,47.0,0.0,240.0,5.0,11.0,2.0,8.0
Makkelijke gevulde paprika’s met tuna melt,320.0,11.0,0.0,480.0,28.0,17.0,9.0,5.0
Makkelijke kaneelbroodjes,95.0,7.0,0.0,40.0,1.0,7.0,3.0,0.0
Makkelijke lasagne met spinazie,450.0,40.0,0.0,1080.0,29.0,18.0,10.0,7.0
Makkelijke oventosti,700.0,76.0,13.0,1440.0,34.0,27.0,12.0,8.0
Makkelijke pruimentaart,505.0,48.0,24.0,80.0,9.0,30.0,17.0,3.0
Makkelijke risotto ,490.0,68.0,9.0,1320.0,15.0,16.0,9.0,7.0
Makkelijke rodewijnsaus,215.0,5.0,5.0,280.0,2.0,16.0,11.0,0.0
Makkelijke stoof van kabeljauw Provençaalse groenten en mozzarella ,290.0,20.0,15.0,520.0,33.0,7.0,4.0,7.0
Makreel met aardappelsalade en courgette,825.0,62.0,0.0,880.0,30.0,48.0,9.0,13.0
Makreel van de BBQ,315.0,4.0,0.0,360.0,19.0,24.0,5.0,4.0
Makreelbroodje met augurk &amp; peterseliemayonaise,360.0,18.0,1.0,400.0,11.0,27.0,5.0,1.0
Makreelrillette met toast,200.0,10.0,0.0,320.0,8.0,14.0,5.0,1.0
Malse hertenbiefstuk met wildsaus en kaneelstoofpeertjes,540.0,58.0,0.0,640.0,35.0,15.0,9.0,6.0
"Malse kip met bloemkoolrijst, linzen &amp; Parmezaanse kaas",475.0,24.0,0.0,840.0,36.0,24.0,8.0,10.0
"Malse kip met pastinaakpuree, romige saus &amp; walnoten",525.0,31.0,0.0,160.0,28.0,29.0,7.0,12.0
"Malse kip, groene groenten en aardappelpartjes",610.0,56.0,0.0,310.0,29.0,27.0,5.0,13.0
Malse kipfilethaasjes met snijbonensalade en ovenaardappelen,525.0,54.0,0.0,520.0,25.0,20.0,3.0,14.0
Malse scharrelkip met een Caribische touch en spicy bonen,815.0,50.0,0.0,440.0,58.0,40.0,11.0,9.0
Mandarijnensoufflés,195.0,37.0,0.0,61.0,4.0,3.0,2.0,0.0
Mango spoom,130.0,21.0,20.0,0.0,1.0,0.0,0.0,2.0
Mango tarte tatin met lemon curd &amp; geroosterde pistachenoten,330.0,39.0,0.0,120.0,4.0,17.0,11.0,3.0
Mango-charlotte,295.0,33.0,0.0,0.0,7.0,14.0,0.0,0.0
Mango-chocoladetaart ,340.0,50.0,0.0,320.0,7.0,12.0,5.0,2.0
Mango-frambozenijsjes,180.0,42.0,42.0,0.0,1.0,0.0,0.0,4.0
Mango-kokosijs,275.0,45.0,0.0,20.0,3.0,8.0,6.0,5.0
Mango-kokostaart,230.0,24.0,0.0,0.0,4.0,13.0,0.0,0.0
Mango-salade,280.0,12.0,0.0,0.0,12.0,20.0,0.0,0.0
Mangolassi (yoghurtdrank met mango &amp; munt),205.0,28.0,0.0,85.0,8.0,6.0,4.0,2.0
Mangosalade met garnalentempura ,245.0,26.0,0.0,360.0,14.0,9.0,2.0,3.0
Mangoshake (6 maanden),75.0,12.0,0.0,20.0,2.0,2.0,0.0,1.0
Mangosmoothie met kokos,140.0,17.0,0.0,35.0,1.0,8.0,6.0,1.0
Manhattan chowder (mosselsoep),400.0,38.0,0.0,2180.0,37.0,10.0,4.0,5.0
Mantelschelpen witlof-ham-kaas,300.0,3.0,0.0,0.0,20.0,23.0,0.0,0.0
Mara Grimm shakshuka (tomatenstoof met ei &amp; venkel),385.0,45.0,0.0,485.0,16.0,14.0,3.0,6.0
Mara Grimms sabich (pitasandwich met aubergine en ei),800.0,59.0,0.0,1070.0,23.0,50.0,8.0,10.0
Mara Grimms virgin bloody Mary (alcoholvrije groentecocktail),75.0,14.0,0.0,560.0,2.0,0.0,0.0,2.0
Marinade voor saté,70.0,7.0,0.0,0.0,1.0,4.0,0.0,0.0
Marmercake,420.0,37.0,26.0,160.0,6.0,27.0,17.0,2.0
Marmercake tulband,405.0,35.0,0.0,0.0,5.0,27.0,0.0,0.0
Marmerplaatcake,245.0,32.0,0.0,0.0,3.0,12.0,0.0,0.0
Marokkaanse appeltaart,330.0,43.0,0.0,0.0,4.0,15.0,0.0,0.0
Marokkaanse herfststoof met aardappel en tuinboontjes,365.0,54.0,21.0,1000.0,10.0,9.0,2.0,14.0
Marokkaanse kip,480.0,1.0,0.0,230.0,32.0,38.0,10.0,1.0
Marokkaanse pompoentajine met kikkererwten,450.0,69.0,0.0,170.0,14.0,11.0,5.0,9.0
Marokkaanse stamppot,465.0,51.0,0.0,537.0,11.0,22.0,4.0,9.0
Marokkaanse visstoof,480.0,57.0,0.0,0.0,30.0,13.0,0.0,0.0
Marsepeinen bospeentjes,155.0,28.0,27.0,0.0,1.0,4.0,1.0,1.0
Marsepeinen sinterklaasje,375.0,68.0,65.0,40.0,3.0,10.0,1.0,2.0
Marsepeinen sinterklaasjes &amp; cadeaus,155.0,28.0,0.0,0.0,1.0,4.0,1.0,1.0
Marshmallow-bananensplit met chocoladesaus uit een gourmetpannetje,180.0,20.0,16.0,0.0,2.0,10.0,5.0,2.0
Marshmallowkoekjes,170.0,23.0,0.0,0.0,2.0,8.0,0.0,0.0
Marshmallowkoekjes met chocolade en hagelpret,220.0,24.0,0.0,45.0,2.0,12.0,8.0,3.0
Marshmallows,115.0,28.0,0.0,40.0,1.0,0.0,0.0,0.0
Martini Bianco met tonic,110.0,15.0,0.0,40.0,0.0,0.0,0.0,0.0
Martiniballetjes,65.0,2.0,0.0,0.0,4.0,4.0,0.0,0.0
Mas Huni,355.0,41.0,0.0,560.0,23.0,10.0,5.0,4.0
Massaman curry,895.0,37.0,15.0,440.0,47.0,61.0,42.0,5.0
Matcha latte,95.0,12.0,0.0,80.0,6.0,2.0,2.0,1.0
Matzes,65.0,14.0,0.0,0.0,2.0,0.0,0.0,1.0
Mayonaise met augurk en dille,145.0,1.0,0.0,0.0,1.0,15.0,0.0,0.0
Mayonaise met ei en mosterd,190.0,1.0,0.0,0.0,4.0,19.0,0.0,0.0
Mealprep kip,295.0,1.0,0.0,320.0,46.0,12.0,3.0,0.0
"Mealprep met spinazie, hüttenkäse en gekookt eitje",230.0,3.0,1.0,240.0,19.0,15.0,4.0,4.0
"Mealprep van boerenkool, biet, wortel en vegan 'feta'",280.0,13.0,8.0,200.0,6.0,21.0,4.0,7.0
Meatloaf,590.0,12.0,0.0,1360.0,37.0,43.0,20.0,2.0
Meatloaf met verstopte eieren,385.0,3.0,0.0,600.0,32.0,27.0,12.0,1.0
Medaillons met avocadosalsa,590.0,16.0,0.0,0.0,31.0,43.0,0.0,0.0
Mediterrane bonenstoof met cavolo nero en kabeljauw,460.0,40.0,0.0,1005.0,41.0,11.0,2.0,17.0
Mediterrane burger met ketchup,780.0,43.0,0.0,1025.0,33.0,52.0,15.0,5.0
Mediterrane campingpasta,590.0,88.0,0.0,0.0,29.0,13.0,0.0,0.0
Mediterrane groentestoof met speltcouscous en ei,580.0,66.0,17.0,80.0,20.0,23.0,4.0,14.0
Mediterrane groentetaart,360.0,22.0,0.0,410.0,15.0,21.0,3.0,11.0
Mediterrane maaltijdsoep met pangasius,300.0,27.0,0.0,1180.0,25.0,9.0,3.0,8.0
Mediterrane ovenschotel met bladerdeegdakje,715.0,48.0,0.0,1070.0,32.0,41.0,15.0,13.0
Mediterrane ovenschotel met worst en puree,475.0,56.0,0.0,0.0,20.0,19.0,0.0,0.0
"Mediterrane pasta met worst, aubergine &amp; olijven",730.0,69.0,0.0,1160.0,34.0,33.0,10.0,11.0
"Mediterrane penne met ansjovis, courgette en gremolata",575.0,70.0,0.0,990.0,17.0,24.0,3.0,6.0
Mediterrane ratatouille met malse kip en rijst,570.0,65.0,0.0,95.0,36.0,16.0,3.0,11.0
Mediterrane rundvleesragout met polenta,685.0,37.0,0.0,805.0,36.0,38.0,22.0,6.0
Mediterrane salade met gebakken halloumi,920.0,58.0,0.0,1760.0,34.0,59.0,23.0,10.0
Mediterrane spinazietaart,495.0,42.0,0.0,560.0,21.0,26.0,7.0,6.0
Mediterrane stamppot met rookworst,730.0,64.0,17.0,680.0,20.0,42.0,11.0,9.0
Mediterrane stoof met Toscaanse worstjes en cavolo nero,720.0,32.0,0.0,1355.0,49.0,41.0,14.0,13.0
Mediterrane tagliatelle met tomaatjes en burrata,925.0,94.0,0.0,920.0,29.0,46.0,15.0,9.0
Mediterrane visstoof met couscous,625.0,65.0,11.0,560.0,42.0,19.0,3.0,9.0
Mediterrane worst met ovengroenten,625.0,51.0,0.0,560.0,28.0,33.0,10.0,7.0
Mediterrane zalmpakketjes van de bbq,250.0,5.0,4.0,360.0,25.0,14.0,7.0,2.0
Meergranen stokbrood met cottage cheese en gerookte zalm,300.0,26.0,3.0,1000.0,24.0,10.0,2.0,4.0
Meergranenrijstsalade met avocado &amp; ei,705.0,53.0,0.0,80.0,18.0,44.0,6.0,12.0
Meergranentosti met rookvlees,365.0,33.0,0.0,1360.0,18.0,17.0,12.0,3.0
Meergranentriangel met kip-mangosalade,640.0,43.0,7.0,960.0,21.0,42.0,5.0,4.0
"Meerzaden met fricandeau, pesto &amp; tomaat",625.0,33.0,0.0,1370.0,25.0,42.0,7.0,6.0
Meerzaden-cupcakes,350.0,30.0,0.0,0.0,4.0,24.0,0.0,0.0
Megakruidnoottruffels ,185.0,22.0,0.0,90.0,2.0,10.0,6.0,1.0
Meiraap met honing en hazelnoten,210.0,19.0,0.0,0.0,4.0,13.0,0.0,0.0
Meiraap met kruidenolie en feta,215.0,18.0,0.0,210.0,6.0,12.0,4.0,5.0
Meloen-granita met munt,110.0,24.0,21.0,120.0,1.0,0.0,0.0,3.0
Meloen-hamprikkers,35.0,3.0,2.0,240.0,3.0,1.0,1.0,1.0
Meloengranita,180.0,44.0,0.0,0.0,1.0,0.0,0.0,0.0
Meloenlimonade,85.0,20.0,0.0,15.0,1.0,0.0,0.0,1.0
"Meloensalade met rauwe ham, munt en geroosterd brood",415.0,29.0,12.0,800.0,14.0,26.0,8.0,3.0
Merel en Tessa's mango-dadelsalade,315.0,49.0,0.0,215.0,8.0,7.0,1.0,11.0
Meringue basisrecept,165.0,39.0,0.0,40.0,2.0,0.0,0.0,0.0
Meringue-chocolade-cheesecake,380.0,30.0,24.0,160.0,7.0,25.0,15.0,3.0
Meringuekrans met exotisch fruit,325.0,60.0,36.0,80.0,4.0,7.0,6.0,2.0
Meringuerozen,55.0,13.0,0.0,20.0,1.0,0.0,0.0,1.0
"Meringues met gemarineerde bramen, granaatappelpitjes &amp; frambozen",320.0,28.0,0.0,40.0,3.0,21.0,14.0,2.0
Meringuespoken,95.0,23.0,22.0,40.0,1.0,0.0,0.0,0.0
"Meringuetaart met mascarpone, pistache en frambozen",485.0,42.0,32.0,120.0,9.0,31.0,19.0,2.0
Meringuetaart met praliné en salted caramel,430.0,46.0,45.0,160.0,6.0,24.0,11.0,3.0
Met kip gevulde courgette en bonen met tortillakruim,750.0,46.0,0.0,950.0,44.0,40.0,15.0,17.0
Met riso gevulde courgette uit de oven,630.0,60.0,0.0,1040.0,32.0,28.0,17.0,4.0
Mexicaans eenpansgerecht met quinoa,735.0,86.0,0.0,760.0,29.0,26.0,8.0,21.0
Mexicaans gevulde courgette met avocadosalsa,545.0,40.0,0.0,280.0,26.0,27.0,5.0,17.0
Mexicaans stoofvlees met bonen,500.0,37.0,0.0,670.0,31.0,24.0,7.0,5.0
Mexicaanse bonendip met cheddar en tomatensalsa,425.0,32.0,0.0,480.0,14.0,26.0,12.0,4.0
Mexicaanse bonensalade,420.0,25.0,0.0,575.0,23.0,23.0,10.0,11.0
"Mexicaanse bonensalade met mais, avocado en honing-jalapenodressing",425.0,39.0,19.0,280.0,15.0,20.0,3.0,16.0
"Mexicaanse bonensoep met krokante, gerookte tofureepjes",710.0,35.0,0.0,1160.0,30.0,46.0,13.0,17.0
Mexicaanse bowl met avocadodressing,840.0,69.0,0.0,320.0,20.0,49.0,8.0,20.0
"Mexicaanse bowl met gegrilde kip, ananas &amp; courgettetortilla",565.0,49.0,0.0,360.0,41.0,20.0,8.0,11.0
Mexicaanse burger met rodekool &amp; ananassalsa,655.0,40.0,15.0,720.0,37.0,37.0,13.0,7.0
Mexicaanse chili van twee soorten bonen met chips,920.0,62.0,0.0,1680.0,47.0,51.0,21.0,15.0
Mexicaanse chimichanga's met gerookte paprika,295.0,21.0,0.0,600.0,11.0,18.0,7.0,2.0
Mexicaanse enchilada’s met gehakt &amp; tomatensalsa,805.0,64.0,0.0,1200.0,47.0,38.0,17.0,11.0
Mexicaanse groentewraps,795.0,74.0,0.0,1195.0,39.0,35.0,18.0,14.0
Mexicaanse hotdogs,440.0,49.0,0.0,840.0,17.0,18.0,5.0,6.0
Mexicaanse kipburger met tomatensalsa,650.0,65.0,0.0,1515.0,46.0,21.0,6.0,10.0
"Mexicaanse lunchbowl met kidneybonen, spinazie &amp; gebakken ei",350.0,20.0,4.0,120.0,21.0,18.0,3.0,12.0
Mexicaanse maaltijdsoep van zoete aardappel met kidneybonen ,285.0,29.0,0.0,1200.0,7.0,14.0,5.0,8.0
Mexicaanse maisfrittata met gehakt &amp; tomatensalsa,510.0,29.0,0.0,400.0,35.0,26.0,8.0,10.0
Mexicaanse maissalade met avocado &amp; mango,405.0,25.0,0.0,200.0,9.0,28.0,7.0,9.0
Mexicaanse maissoep met gele biet,275.0,24.0,0.0,720.0,7.0,15.0,2.0,9.0
Mexicaanse maissoep met limoencrème &amp; gele rijst,450.0,53.0,0.0,1440.0,11.0,20.0,9.0,6.0
Mexicaanse pizza,1055.0,110.0,0.0,1120.0,50.0,44.0,22.0,9.0
Mexicaanse rijstschotel met kip,670.0,80.0,0.0,320.0,41.0,18.0,5.0,9.0
Mexicaanse rijstschotel met vis,620.0,55.0,0.0,650.0,33.0,27.0,4.0,14.0
Mexicaanse stoof met zwarte bonen,470.0,33.0,0.0,720.0,29.0,22.0,7.0,16.0
Mexicaanse taco's met vis en zoete aardappel,655.0,75.0,0.0,1360.0,25.0,26.0,5.0,11.0
Mexicaanse tomatensoep met mais,405.0,46.0,0.0,4700.0,28.0,10.0,5.0,10.0
Mexicaanse tonijnwraps,510.0,68.0,0.0,1300.0,28.0,12.0,2.0,9.0
Mexicaanse tortilla's van de bbq,480.0,64.0,0.0,640.0,15.0,15.0,2.0,14.0
Mexicaanse tostada's met gebakken vis &amp; avocado,645.0,52.0,0.0,400.0,30.0,33.0,5.0,8.0
"Mexicaanse tostada’s met biefstuk, guacamole en crème fraîche",920.0,63.0,0.0,745.0,46.0,51.0,15.0,13.0
Mexicaanse traybake met witvis &amp; zwarte bonen,415.0,31.0,8.0,440.0,33.0,15.0,2.0,12.0
Mexicaanse wraps met gegrilde kip en avocado,565.0,37.0,0.0,680.0,34.0,28.0,4.0,15.0
Mexicaanse wraps met kip en mais,640.0,54.0,0.0,480.0,33.0,31.0,12.0,6.0
"Mexicaanse wraps met kip, kidneybonen en paprika",765.0,64.0,0.0,1510.0,39.0,36.0,15.0,11.0
Mexican mule,140.0,19.0,18.0,0.0,0.0,0.0,0.0,0.0
Mexican streetsalad,415.0,32.0,0.0,0.0,15.0,24.0,0.0,0.0
Mezze,285.0,10.0,6.0,320.0,7.0,23.0,5.0,5.0
Mezze met zelfgemaakt platbrood,875.0,75.0,0.0,1000.0,28.0,48.0,14.0,16.0
Mezzelune met groene asperges,630.0,58.0,0.0,1055.0,23.0,32.0,15.0,10.0
Mezzelune met pesto en salade van spruitjes en aspergebroccoli,655.0,55.0,0.0,1005.0,22.0,36.0,10.0,11.0
Mezzelune met saffraansalie-saliebotersaus,340.0,24.0,0.0,185.0,6.0,24.0,15.0,3.0
Mezzi rigatoni met ansjovis-pangrattato,520.0,74.0,13.0,540.0,17.0,16.0,3.0,6.0
"Mezzi rigatoni met boerenkool, ricotta en runderworstjes",690.0,64.0,7.0,480.0,34.0,32.0,14.0,5.0
Midden-Oosterse shakshuka met zoete aardappel en spinazie,575.0,54.0,0.0,240.0,22.0,27.0,6.0,14.0
"Miesalade met aspergebroccoli, omelet en pittige sojadressing",450.0,39.0,0.0,710.0,19.0,23.0,4.0,5.0
"Mihoen met andijvie, gebakken zalm en limoen",455.0,57.0,0.0,765.0,24.0,14.0,3.0,3.0
Mihoen met zoetzure garnalen,590.0,106.0,0.0,835.0,22.0,7.0,2.0,7.0
Milde Italiaanse kaasfondue,550.0,35.0,0.0,975.0,30.0,29.0,10.0,4.0
Milde Mexicaanse chili met frisse knoflookyoghurt,570.0,60.0,0.0,990.0,36.0,17.0,5.0,18.0
"Milde curry van kip, kikkererwten en zoete aardappel",720.0,76.0,0.0,240.0,32.0,30.0,20.0,10.0
Milde curry van zoete aardappel met kip,760.0,78.0,12.0,440.0,34.0,32.0,20.0,12.0
Milde nasi goreng,455.0,66.0,0.0,0.0,13.0,14.0,0.0,0.0
Miljuschka Witzenhausens baked oatmeal,345.0,42.0,0.0,280.0,12.0,13.0,6.0,7.0
Millefeuilles met room en frambozen,425.0,52.0,0.0,110.0,9.0,20.0,9.0,2.0
Millefoglie alla crema,440.0,49.0,30.0,230.0,9.0,23.0,13.0,1.0
Millionaire's shortbread,210.0,22.0,0.0,15.0,3.0,12.0,8.0,1.0
Minestrone ,405.0,41.0,0.0,1155.0,18.0,17.0,6.0,9.0
Minestrone met garnalen,235.0,28.0,0.0,1500.0,17.0,5.0,1.0,6.0
Mini cupcakes met anijs ,155.0,19.0,0.0,100.0,2.0,8.0,2.0,0.0
Mini frittata,120.0,3.0,1.0,80.0,6.0,9.0,2.0,1.0
"Mini frittata's met broccolirijst, kikkererwten en witte kaas",315.0,14.0,3.0,440.0,18.0,19.0,5.0,8.0
Mini hamburgertjes en mini puntzakje Franse friet,435.0,37.0,6.0,360.0,28.0,18.0,6.0,7.0
Mini irish coffee trifles,685.0,63.0,0.0,0.0,10.0,35.0,0.0,0.0
Mini meringuetaartjes met frambozen en rozenwater,345.0,27.0,18.0,40.0,6.0,23.0,14.0,2.0
Mini pizza monsters,110.0,13.0,4.0,160.0,4.0,4.0,2.0,3.0
Mini pizza's met boerenkool en spek,135.0,7.0,1.0,280.0,6.0,9.0,5.0,1.0
Mini quiches met yorkham,385.0,8.0,0.0,640.0,26.0,27.0,15.0,2.0
Mini tiramisu no bake cheesecakes,485.0,31.0,0.0,40.0,8.0,36.0,24.0,1.0
Mini-aardappelquiches ,160.0,8.0,0.0,200.0,6.0,11.0,5.0,1.0
Mini-aardappeltaartjes met blauwaderkaas,550.0,27.0,0.0,415.0,17.0,41.0,19.0,4.0
Mini-appelflappen,110.0,13.0,0.0,90.0,2.0,6.0,4.0,1.0
Mini-appeltaartjes,500.0,53.0,0.0,222.0,5.0,30.0,19.0,1.0
Mini-berlinerbollen,155.0,18.0,10.0,40.0,3.0,8.0,2.0,1.0
Mini-bladerdeeghapjes met rode ui,195.0,17.0,1.0,280.0,4.0,12.0,5.0,1.0
Mini-bloemkoolpizza's,80.0,2.0,0.0,120.0,7.0,5.0,3.0,1.0
Mini-flammkuchen van de BBQ,180.0,17.0,2.0,400.0,5.0,10.0,5.0,1.0
Mini-frittata's met witte asperges en parmezaan,160.0,6.0,1.0,120.0,9.0,11.0,4.0,1.0
Mini-meatloafs met kwartelei,385.0,10.0,5.0,720.0,26.0,26.0,10.0,2.0
Mini-oliebollen met cranberry,95.0,10.0,0.0,27.0,2.0,5.0,1.0,1.0
Mini-ontbijtquiches,250.0,16.0,0.0,560.0,13.0,15.0,8.0,1.0
Mini-ovenschotels met tonijn,600.0,36.0,0.0,1105.0,38.0,37.0,17.0,6.0
Mini-pizza van de barbecue,540.0,64.0,0.0,800.0,28.0,17.0,11.0,4.0
"Mini-pizza's met tomaat, mozzarella en basilicum",90.0,9.0,1.0,160.0,4.0,4.0,2.0,1.0
Mini-rösti gourmet,100.0,10.0,1.0,40.0,3.0,5.0,3.0,1.0
Mini-sushisandwiches met zalm en kip,70.0,4.0,1.0,80.0,2.0,5.0,1.0,1.0
Mini-taco bites in muffinvorm,160.0,10.0,0.0,150.0,7.0,10.0,4.0,2.0
"Mini-trifles met amandelkoekjes, bessencrème en honeycomb",530.0,39.0,34.0,40.0,6.0,38.0,25.0,4.0
Minibrunchburger,260.0,15.0,0.0,400.0,8.0,18.0,3.0,2.0
Miniburgers met avocado,815.0,68.0,0.0,1560.0,31.0,44.0,13.0,9.0
"Minifrittata’s met spinazie, ham en rode ui",145.0,2.0,1.0,160.0,7.0,12.0,3.0,1.0
Minigroenten met dragondressing,130.0,4.0,0.0,26.0,1.0,12.0,2.0,2.0
Minikomkommers met ansjovis-eikruim,40.0,1.0,0.0,240.0,2.0,3.0,1.0,0.0
Minilobster-rolls met zeewiersalade ,165.0,15.0,0.0,400.0,5.0,9.0,1.0,15.0
Miniperenstrudels,280.0,32.0,0.0,265.0,4.0,15.0,7.0,3.0
Minipizza's met mozzarella &amp; salami en courgette &amp; rode peper,660.0,85.0,0.0,1575.0,33.0,20.0,10.0,3.0
"Miniquiches met courgette, tuinerwten en ei",110.0,6.0,3.0,200.0,7.0,6.0,3.0,1.0
Miniquiches met groene salade,590.0,38.0,0.0,750.0,19.0,39.0,15.0,3.0
Miniquiches met spek &amp; groene-aspergetips,270.0,14.0,0.0,480.0,10.0,19.0,9.0,1.0
"Miniquiches met spinazie, geitenkaas en kruiden",155.0,10.0,1.0,160.0,8.0,9.0,5.0,2.0
Minisandwiches gerookte zalm en komkommer,75.0,6.0,0.0,170.0,4.0,4.0,2.0,0.0
Minitiramisu met citroen en perzik,415.0,31.0,0.0,60.0,5.0,30.0,17.0,2.0
Minitortilla’s met pulled chicken en avocadosalsa,425.0,32.0,0.0,360.0,26.0,20.0,3.0,7.0
Miniwraps met Mexicaanse topping,370.0,47.0,0.0,1603.0,20.0,10.0,1.0,4.0
Miso dressing met sojasaus,550.0,11.0,7.0,1480.0,3.0,55.0,6.0,0.0
Misosoep en verse groenten,75.0,10.0,0.0,0.0,5.0,0.0,0.0,0.0
Mississippi mud pie,435.0,34.0,0.0,130.0,6.0,30.0,18.0,3.0
Mocktail met cranberry en gingerbeer,150.0,36.0,36.0,0.0,1.0,0.0,0.0,1.0
"Mocktail met kiwi, limoen &amp; gingerale",75.0,17.0,0.0,0.0,1.0,0.0,0.0,1.0
Mocktail wortel-gemberfizz met kurkuma,75.0,17.0,16.0,0.0,1.0,0.0,0.0,1.0
Moederdag plaattaart bolognese met paprikahartjes,535.0,38.0,0.0,840.0,33.0,27.0,13.0,4.0
Moederdagspaghetti met gehakt en hartencaprese,980.0,100.0,0.0,680.0,42.0,43.0,17.0,12.0
Moes van rabarber en aardbeien met vanilleijs,195.0,30.0,0.0,40.0,3.0,6.0,4.0,3.0
Mojito met gember en jalapeño,385.0,66.0,0.0,45.0,0.0,0.0,0.0,1.0
Mojito strawberry,190.0,17.0,15.0,0.0,1.0,0.0,0.0,1.0
Mojo rojo,220.0,2.0,0.0,120.0,1.0,23.0,4.0,1.0
Mojo verde,390.0,2.0,0.0,160.0,3.0,41.0,6.0,2.0
Mokka-havermout,316.0,46.0,14.0,80.0,8.0,9.0,3.0,9.0
Mokka-hazelnoot slagroomtaart,795.0,50.0,0.0,0.0,11.0,61.0,0.0,0.0
"MonChoutaart met aardbeien, witte chocolade &amp; lemon curd",400.0,36.0,0.0,105.0,5.0,26.0,16.0,1.0
Monique van Loons geroosterde eendenborst op Vietnamese salade,740.0,42.0,0.0,915.0,40.0,44.0,15.0,8.0
Monique van Loons pasta met geroosterde bloemkool en krokant broodkruim,820.0,70.0,0.0,140.0,20.0,49.0,8.0,8.0
Monique van Loons zoete-aardappellatkes met auberginesalade,945.0,37.0,0.0,1200.0,23.0,76.0,20.0,11.0
Moscow mule,200.0,22.0,18.0,0.0,0.0,0.0,0.0,0.0
Mosselen Roquefort,840.0,27.0,0.0,2360.0,68.0,49.0,25.0,4.0
Mosselen in sherry met geroosterde wortel,585.0,32.0,0.0,1210.0,53.0,22.0,11.0,4.0
Mosselen in spicy tomatensaus,550.0,32.0,0.0,2000.0,52.0,23.0,7.0,2.0
Mosselen met augurkensaus,495.0,10.0,0.0,0.0,24.0,40.0,0.0,0.0
Mosselen met cider en room en minigroente,380.0,20.0,0.0,793.0,38.0,15.0,7.0,4.0
Mosselen met citroenroom en peterselie,245.0,9.0,0.0,0.0,18.0,14.0,0.0,0.0
"Mosselen met gember, sake en limoenblad",390.0,19.0,4.0,760.0,27.0,18.0,3.0,1.0
